feature,importance,is_new
total_parking_minutes_cumsum,0.088396035,False
temperature_cumsum,0.07733386,False
metar_relative_humidity_weighted_exp_cumsum,0.038088348,True
age_months,0.031307135,False
metar_relative_humidity_weighted_exp_roll12,0.019529916,True
sea_salt_aerosol_5_20_mixing_ratio_weighted_exp_roll3,0.0147231305,True
metar_temperature_c_weighted_exp_roll12,0.013016081,True
corrosion_index_weighted_roll12,0.012289102,True
h2o2_weighted_exp_cummax,0.01222965,True
salinite_totale_cumsum,0.011519405,True
metar_temperature_c_weighted_exp_lag1,0.011068323,True
sea_salt_aerosol_5_20_mixing_ratio_weighted_exp_roll12,0.0095501905,True
marine_corrosion_index_cumsum,0.0093439,True
metar_relative_humidity_weighted_exp,0.0077286023,True
sea_salt_aerosol_5_20_mixing_ratio_cumsum,0.00700629,False
salt_fine_ratio_roll12,0.0067689302,True
metar_temperature_c_weighted_exp,0.0066843536,True
chemical_aggressiveness_cummax,0.0066521135,True
sea_salt_aerosol_5_20_mixing_ratio_cummean,0.0064248187,False
humid_acidity_cummean,0.0063471966,True
sea_salt_aerosol_003_05_mixing_ratio_weighted_exp_cumsum,0.005791065,True
dust_total_cummean,0.0057498985,True
metar_relative_humidity_weighted_exp_lag1,0.0055243056,True
oxidation_potential_cummean,0.005499719,True
acidity_total_weighted_cummean,0.005348001,True
metar_relative_humidity_weighted_exp_cummean,0.005333758,True
pollution_index_cummax,0.005322427,True
high_humidity_zone_cummean,0.0051742615,True
organic_aerosol_total_cummax,0.0050882665,True
pollution_index_cummean,0.0047544152,True
organic_nitrates_cummean,0.0045776903,False
high_salt_zone_cummean,0.0045750844,True
sea_salt_aerosol_05_5_mixing_ratio_weighted_exp_cumsum,0.0044960985,True
corrosion_accelerator_cumsum,0.004333249,True
metar_temperature_c_cummean,0.0043100673,False
high_humidity_exposure_cummean,0.004229153,True
sulphur_dioxide_mass_mixing_ratio_weighted_exp_cumsum,0.0042092227,True
metar_relative_humidity_cummean,0.0042088823,False
combined_risk_score_roll12,0.0041836333,True
thermal_stress_roll12,0.004153576,True
corrosion_accelerator_cummean,0.0041261283,True
strong_acid_ratio_cummean,0.004078307,True
isoprene_cumsum,0.0040521557,False
sea_salt_aerosol_5_20_mixing_ratio_weighted_exp,0.004050693,True
ozone_pollution_cummean,0.00402062,True
formaldehyde_cummean,0.0039860643,False
metar_relative_humidity_weighted_exp_cummax,0.0039600907,True
humid_acidity_cummax,0.0039443825,True
acid_salt_synergy_cummax,0.0039057075,True
corrosive_conditions_cummean,0.0039049534,True
acid_exposure_roll12,0.0037591492,True
specific_humidity_roll12,0.0037558705,False
formaldehyde_cummax,0.0037515366,False
metar_wind_speed_kn_cumsum,0.0037334,False
dust_salt_mix_cummax,0.003688523,True
hydrophobic_black_carbon_aerosol_mixing_ratio_cummax,0.0036773987,False
hydrophobic_organic_matter_aerosol_mixing_ratio_cummax,0.0036677564,False
acid_salt_synergy_cummean,0.0036533882,True
c3h8_cummean,0.0036410687,False
hydrophobic_black_carbon_aerosol_mixing_ratio_cumsum,0.0036357197,False
humidity_salt_interaction_cummean,0.0035937359,True
oh_cummax,0.003584077,False
aerosol_exposure_cummax,0.0035725979,True
hno3_cummean,0.0035207334,False
sea_salt_aerosol_05_5_mixing_ratio_cummean,0.0035126386,False
acid_salt_synergy_roll12,0.0034166526,True
ozone_mass_mixing_ratio_cummax,0.0034013945,False
acid_salt_synergy_cumsum,0.003353932,True
humidity_salt_interaction_cumsum,0.0033507233,True
urban_pollution_cummean,0.003347274,True
total_parking_minutes_roll12,0.0033383972,False
metar_wind_speed_kn_cummax,0.0033328137,False
salt_acid_ratio_cummean,0.0033196532,True
nitrogen_monoxide_mass_mixing_ratio_roll12,0.0033153829,False
high_salt_zone_cumsum,0.003277462,True
ozone_mass_mixing_ratio_cumsum,0.0032557454,False
nitrogen_dioxide_mass_mixing_ratio_cummax,0.0031955917,False
isoprene_cummax,0.0031597102,False
hydrophilic_organic_matter_aerosol_mixing_ratio_cummax,0.0031579556,False
extreme_temp_cumsum,0.0031313992,True
hydrophilic_ratio_cummean,0.0031294378,True
humidity_variance_cumsum,0.0031254818,True
marine_corrosion_index_cummean,0.0031194568,True
metar_dew_point_c_cummax,0.003103359,False
acid_exposure_roll3,0.0030759438,True
strong_acid_ratio_cumsum,0.0030627311,True
hno3_cummax,0.003056715,False
aerosol_exposure_roll12,0.0030231688,True
sea_salt_aerosol_05_5_mixing_ratio_cummax,0.0030127885,False
sulphur_dioxide_mass_mixing_ratio_cumsum,0.0029961031,False
chemical_aggressiveness_cummean,0.0029824341,True
ozone_mass_mixing_ratio_cummean,0.002979948,False
carbon_monoxide_mass_mixing_ratio_cummax,0.002902731,False
hydrophilic_ratio_cumsum,0.0028659985,True
sulphur_dioxide_mass_mixing_ratio_cummean,0.0028630863,False
danger_zone_cumsum,0.0028320744,True
black_carbon_total_cummax,0.0028281352,True
metar_visibility_mi_cummean,0.00281321,False
condensation_risk_cumsum,0.0028108093,True
organic_nitrates_cummax,0.0027309125,False
hydrophobic_organic_matter_aerosol_mixing_ratio_roll12,0.002729535,False
sulphur_dioxide_mass_mixing_ratio_weighted_exp_roll12,0.002711456,True
ozone_mass_mixing_ratio_roll12,0.0027077605,False
metar_dew_point_c_cumsum,0.0026779878,False
condensation_risk_roll12,0.0026752646,True
organic_inorganic_ratio_cummax,0.0026717966,True
sea_salt_aerosol_003_05_mixing_ratio_weighted_exp_lag1,0.0026618086,True
thermal_stress_cummax,0.002649771,True
black_carbon_total_cummean,0.0026227233,True
temp_variance_cummax,0.0026194288,True
c3h8_cummax,0.0026176546,False
isoprene_roll12,0.0025943783,False
corrosion_accelerator_cummax,0.0025843994,True
ozone_pollution_cummax,0.0025829447,True
metar_relative_humidity_weighted_exp_roll3,0.0025670147,True
carbon_monoxide_mass_mixing_ratio_cummean,0.0025588274,False
sulphur_dioxide_mass_mixing_ratio_weighted_exp_lag1,0.0025347034,True
h2o2_weighted_exp,0.0025197337,True
oxidation_potential_cummax,0.0025015448,True
marine_corrosion_index_cummax,0.0024996547,True
humidity_variance_cummean,0.0024960632,True
hno3_cumsum,0.0024949736,False
formaldehyde_weighted_exp_lag1,0.0024928404,True
combined_risk_score_cummean,0.0024889314,True
acidite_totale_cummax,0.0024889295,True
temp_variance_roll3,0.0024708805,True
salt_fine_ratio_cummean,0.0024496394,True
dust_aerosol_09_20_mixing_ratio_cummax,0.002421972,False
sea_salt_aerosol_5_20_mixing_ratio_weighted_exp_cummean,0.0024149083,True
dust_total_cummax,0.0023948995,True
corrosion_index_weighted_lag1,0.002386571,True
acid_exposure_cummax,0.0023660094,True
urban_pollution_cummax,0.0023601314,True
metar_relative_humidity_cummax,0.0022932733,False
hydrophilic_black_carbon_aerosol_mixing_ratio_cumsum,0.0022920256,False
temp_variance_cummean,0.002287682,True
sea_salt_aerosol_003_05_mixing_ratio_weighted_exp_roll12,0.0022696306,True
nitrogen_dioxide_mass_mixing_ratio_roll12,0.0022523147,False
salt_acid_ratio_cummax,0.0022466,True
metar_visibility_mi_cummax,0.0022361001,False
hno3_weighted_exp_lag1,0.002231794,True
dust_salt_mix_cummean,0.0022050864,True
organic_inorganic_ratio_roll12,0.002190704,True
salinite_totale_cummax,0.0021864474,True
sea_salt_aerosol_05_5_mixing_ratio_weighted_exp_roll3,0.002177233,True
chemical_aggressiveness_roll12,0.0021506606,True
acid_attack_risk_cummean,0.0021458708,True
industrial_exposure_cummax,0.0021261002,True
nitrogen_dioxide_mass_mixing_ratio_cummean,0.0021219307,False
sulphate_aerosol_mixing_ratio_cummean,0.0021180883,False
industrial_exposure_cummean,0.0021104105,True
isoprene_cummean,0.0021074554,False
metar_temperature_c_roll12,0.0020852596,False
nox_ratio_cummax,0.0020833416,True
salt_acid_ratio_cumsum,0.0020355084,True
dust_aerosol_055_09_mixing_ratio_cummax,0.0020300078,False
ethane_cummean,0.0020109594,False
sea_salt_aerosol_003_05_mixing_ratio_cumsum,0.0019998825,False
sulphate_aerosol_mixing_ratio_cummax,0.0019958373,False
temp_variance,0.001992552,True
urban_pollution_roll12,0.0019689566,True
humidity_salt_interaction_cummax,0.0019674592,True
sulphate_aerosol_mixing_ratio_cumsum,0.001955846,False
specific_humidity_cummean,0.001945373,False
corrosion_index_weighted_cummean,0.0019428828,True
sulphur_dioxide_mass_mixing_ratio_cummax,0.0019190784,False
extreme_temp_roll12,0.001901229,True
thermal_stress_cummean,0.001871915,True
acidite_totale_roll12,0.001863003,True
metar_temperature_c_weighted_exp_cummean,0.0018327157,True
nox_ratio_cummean,0.0018326208,True
industrial_exposure_roll12,0.0018130181,True
condensation_risk_cummax,0.0018126767,True
hydrophilic_ratio_cummax,0.0018074816,True
h2o2_cummax,0.0017831052,False
metar_wind_speed_kn_cummean,0.0017810141,False
sea_salt_aerosol_5_20_mixing_ratio_cummax,0.0017765807,False
total_parking_minutes_cummean,0.001769308,False
pollution_index_cumsum,0.0017654058,True
industrial_exposure_cumsum,0.0017637808,True
total_parking_minutes_cummax,0.0017547441,False
temp_variance_cumsum,0.0017304525,True
temp_humidity_product_cummax,0.0017092088,True
dust_aerosol_09_20_mixing_ratio_lag1,0.0016855758,False
hydrophobic_black_carbon_aerosol_mixing_ratio_cummean,0.0016812355,False
sulphur_dioxide_mass_mixing_ratio_weighted_exp_roll3,0.0016728638,True
corrosion_index_weighted,0.0016717133,True
acid_rain_risk_cummean,0.0016693193,True
metar_visibility_mi_roll12,0.0016493583,False
salt_fine_ratio_cummax,0.0016425055,True
hydrophilic_black_carbon_aerosol_mixing_ratio_cummax,0.0016276223,False
sea_salt_aerosol_003_05_mixing_ratio_cummax,0.001624348,False
specific_humidity_cummax,0.0016238843,False
acidite_totale_cummean,0.001622631,True
dust_aerosol_003_055_mixing_ratio_cummax,0.0016222341,False
strong_acid_ratio_cummax,0.0015910325,True
sulphur_dioxide_mass_mixing_ratio_weighted_exp_cummean,0.0015807991,True
nitrogen_monoxide_mass_mixing_ratio_cummean,0.0015590593,False
ethane_cummax,0.001544394,False
high_humidity_exposure_roll12,0.0015420918,True
organic_inorganic_ratio_cummean,0.0015305894,True
sea_salt_aerosol_003_05_mixing_ratio_weighted_exp_cummean,0.0015209115,True
organic_inorganic_ratio_cumsum,0.001512701,True
danger_zone_cummean,0.0014948692,True
salinite_totale_roll12,0.0014883445,True
dust_aerosol_003_055_mixing_ratio_cummean,0.0014743423,False
nox_ratio_roll12,0.0014298433,True
nitrogen_monoxide_mass_mixing_ratio_cummax,0.0014294657,False
metar_temperature_c_weighted_exp_cummax,0.0014215983,True
humidity_variance_cummax,0.0014175512,True
temp_variance_lag1,0.0014164235,True
hydrophilic_black_carbon_aerosol_mixing_ratio_cummean,0.0014161412,False
sea_salt_aerosol_05_5_mixing_ratio_weighted_exp_cummean,0.0014092049,True
total_parking_minutes_lag1,0.001393931,False
temperature_cummax,0.001360747,False
salt_total_weighted_roll12,0.0013553486,True
acid_rain_risk_cummax,0.0013440226,True
h2o2_roll12,0.0013251621,False
combined_risk_score_cumsum,0.0013106114,True
sea_salt_aerosol_05_5_mixing_ratio_roll12,0.0013100597,False
ethane_roll12,0.0012951398,False
formaldehyde_roll12,0.0012918069,False
oh_cummean,0.0012609367,False
aerosol_exposure_cummean,0.0012517867,True
metar_temperature_c_cummax,0.0012284036,False
corrosive_conditions_cumsum,0.001212534,True
high_humidity_zone_cumsum,0.00120876,True
metar_visibility_mi_cumsum,0.0012075909,False
temp_variance_roll12,0.0012074063,True
nitrogen_monoxide_mass_mixing_ratio_cumsum,0.0012069083,False
oxidation_potential_cumsum,0.0011999471,True
strong_acid_ratio_roll12,0.0011025541,True
nox_ratio_cumsum,0.0010970483,True
metar_dew_point_c_cummean,0.001073779,False
sea_salt_aerosol_003_05_mixing_ratio_weighted_exp,0.0010617557,True
h2o2_cumsum,0.0010467585,False
pollution_index,0.0010332521,True
metar_visibility_mi_lag1,0.0010093361,False
industrial_exposure_lag1,0.0009991447,True
ozone_pollution_cumsum,0.0009925725,True
sulphur_dioxide_mass_mixing_ratio_roll12,0.0009889237,False
oxidation_potential_roll12,0.0009487915,True
hno3_weighted_exp,0.0009253639,True
ozone_pollution_roll12,0.0009238184,True
salt_total_weighted_cummean,0.000922231,True
dust_aerosol_09_20_mixing_ratio_cummean,0.0009191721,False
hno3_weighted_exp_cummean,0.0009179007,True
dust_aerosol_09_20_mixing_ratio_cumsum,0.0009178996,False
thermal_stress_cumsum,0.0009124164,True
sea_salt_aerosol_5_20_mixing_ratio_roll12,0.0009103213,False
metar_hour_precipitation_cummax,0.00090664777,False
acidity_total_weighted_roll12,0.0009008959,True
sulphur_dioxide_mass_mixing_ratio_roll3,0.0008872695,False
metar_wind_speed_kn_roll12,0.0008581811,False
total_parking_minutes,0.00084111484,False
hydrophilic_organic_matter_aerosol_mixing_ratio_cumsum,0.00082401256,False
formaldehyde_weighted_exp_cummean,0.0008183928,True
corrosion_index_weighted_cumsum,0.0007975545,True
h2o2_weighted_exp_lag1,0.0007941443,True
metar_relative_humidity_cumsum,0.00078788114,False
acid_exposure_cumsum,0.0007874471,True
organic_nitrates_cumsum,0.0007742448,False
total_parking_minutes_roll3,0.0007607853,False
sea_salt_aerosol_5_20_mixing_ratio_weighted_exp_lag1,0.0007533967,True
sulphur_dioxide_mass_mixing_ratio_lag1,0.0007452664,False
salt_total_weighted,0.0007215265,True
hno3_roll12,0.0007128083,False
metar_dew_point_c_roll12,0.00071000535,False
acid_exposure_cummean,0.0006833072,True
sea_salt_aerosol_003_05_mixing_ratio_roll12,0.0006760231,False
metar_temperature_c_cumsum,0.00066849164,False
high_humidity_exposure_cumsum,0.00066615193,True
extreme_temp_cummean,0.0006631802,True
dust_aerosol_003_055_mixing_ratio_cumsum,0.00065243605,False
high_humidity_exposure_cummax,0.0006460863,True
dust_salt_mix_cumsum,0.0006244073,True
hno3_weighted_exp_roll3,0.00060686277,True
organic_inorganic_ratio,0.0005945642,True
h2o2_weighted_exp_cummean,0.0005850338,True
dust_aerosol_055_09_mixing_ratio_cumsum,0.0005787286,False
humid_acidity_cumsum,0.00057561713,True
humidity_variance,0.00056470616,True
oh_roll12,0.00054928573,False
metar_relative_humidity_roll12,0.00054010056,False
formaldehyde_cumsum,0.0005256873,False
hydrophilic_ratio_roll12,0.00051633053,True
hydrophilic_organic_matter_aerosol_mixing_ratio_roll12,0.0004824469,False
salt_fine_ratio_cumsum,0.00047903744,True
sea_salt_aerosol_5_20_mixing_ratio_weighted_exp_cumsum,0.0004465034,True
salinite_totale_cummean,0.00044424532,True
corrosion_accelerator_roll12,0.0004277324,True
ethane_roll3,0.00042263264,False
dust_salt_mix_roll12,0.00040274364,True
nox_ratio,0.00029795463,True
c3h8,0.00028925223,False
hydrophobic_organic_matter_aerosol_mixing_ratio_cumsum,0.0002888527,False
hydrophilic_organic_matter_aerosol_mixing_ratio_cummean,0.00028570901,False
c3h8_cumsum,0.00025564228,False
sulphur_dioxide_mass_mixing_ratio_weighted_exp,0.00024855082,True
hno3_weighted_exp_roll12,0.00019958602,True
specific_humidity_cumsum,0.00019436699,False
dust_salt_mix,0.00013572129,True
humid_acidity_lag1,0.00011723889,True
h2o2,8.9465466e-05,False
formaldehyde_roll3,8.291468e-05,False
corrosion_accelerator_roll3,8.1006794e-05,True
hno3_roll3,4.63331e-05,False
sulphate_aerosol_mixing_ratio,4.6093035e-05,False
h2o2_weighted_exp_cumsum,3.7945785e-05,True
corrosion_accelerator,3.2901895e-05,True
acidite_totale_lag1,2.6486721e-05,True
organic_inorganic_ratio_roll3,8.710872e-06,True
marine_corrosion_index,3.326825e-06,True
danger_zone_roll12,0.0,True
dust_total_roll12,0.0,True
organic_aerosol_total_roll12,0.0,True
metar_hour_precipitation_lag1,0.0,False
salt_acid_ratio_roll12,0.0,True
metar_wind_speed_kn_lag1,0.0,False
dust_aerosol_09_20_mixing_ratio,0.0,False
black_carbon_total_roll12,0.0,True
metar_dew_point_c_lag1,0.0,False
metar_relative_humidity_lag1,0.0,False
hydrophilic_black_carbon_aerosol_mixing_ratio,0.0,False
condensation_risk_cummean,0.0,True
hydrophobic_organic_matter_aerosol_mixing_ratio,0.0,False
metar_temperature_c_lag1,0.0,False
humidity_variance_roll12,0.0,True
acid_attack_risk_roll12,0.0,True
hydrophobic_organic_matter_aerosol_mixing_ratio_cummean,0.0,False
temp_humidity_product_roll12,0.0,True
dust_aerosol_055_09_mixing_ratio,0.0,False
corrosive_conditions_roll12,0.0,True
hydrophilic_organic_matter_aerosol_mixing_ratio,0.0,False
high_salt_zone_roll12,0.0,True
high_humidity_zone_roll12,0.0,True
dust_aerosol_003_055_mixing_ratio,0.0,False
ethane,0.0,False
hydrophobic_black_carbon_aerosol_mixing_ratio,0.0,False
dust_aerosol_055_09_mixing_ratio_cummean,0.0,False
sulphur_dioxide_mass_mixing_ratio,0.0,False
specific_humidity,0.0,False
carbon_monoxide_mass_mixing_ratio_cumsum,0.0,False
organic_nitrates_roll12,0.0,False
organic_nitrates,0.0,False
acid_attack_risk_cumsum,0.0,True
temperature_roll12,0.0,False
marine_corrosion_index_roll12,0.0,True
oh,0.0,False
humidity_salt_interaction_roll12,0.0,True
nitrogen_dioxide_mass_mixing_ratio,0.0,False
acid_rain_risk_cumsum,0.0,True
nitrogen_monoxide_mass_mixing_ratio,0.0,False
acid_rain_risk_roll12,0.0,True
humid_acidity_roll12,0.0,True
chemical_aggressiveness_cumsum,0.0,True
hno3,0.0,False
formaldehyde,0.0,False
ozone_mass_mixing_ratio,0.0,False
carbon_monoxide_mass_mixing_ratio,0.0,False
sea_salt_aerosol_05_5_mixing_ratio_weighted_exp_roll12,0.0,True
isoprene,0.0,False
h2o2_weighted_exp_roll12,0.0,True
formaldehyde_weighted_exp_roll12,0.0,True
nitrogen_dioxide_mass_mixing_ratio_cumsum,0.0,False
metar_hour_precipitation_cummean,0.0,False
sea_salt_aerosol_05_5_mixing_ratio_lag1,0.0,False
pollution_index_roll12,0.0,True
sea_salt_aerosol_003_05_mixing_ratio_cummean,0.0,False
sea_salt_aerosol_003_05_mixing_ratio_lag1,0.0,False
formaldehyde_weighted_exp_cumsum,0.0,True
sea_salt_aerosol_5_20_mixing_ratio_lag1,0.0,False
sea_salt_aerosol_05_5_mixing_ratio_weighted_exp_lag1,0.0,True
hydrophilic_ratio_lag1,0.0,True
black_carbon_total_lag1,0.0,True
organic_aerosol_total_lag1,0.0,True
dust_total_lag1,0.0,True
temperature_cummean,0.0,False
urban_pollution_lag1,0.0,True
ozone_pollution_lag1,0.0,True
nox_ratio_lag1,0.0,True
pollution_index_lag1,0.0,True
metar_relative_humidity,0.0,False
acidity_total_weighted_lag1,0.0,True
salt_total_weighted_lag1,0.0,True
metar_dew_point_c,0.0,False
metar_wind_speed_kn,0.0,False
metar_visibility_mi,0.0,False
dust_salt_mix_lag1,0.0,True
aerosol_exposure_lag1,0.0,True
h2o2_cummean,0.0,False
acid_attack_risk_lag1,0.0,True
chemical_aggressiveness_lag1,0.0,True
corrosion_accelerator_lag1,0.0,True
oxidation_potential_lag1,0.0,True
organic_inorganic_ratio_lag1,0.0,True
salt_acid_ratio_lag1,0.0,True
combined_risk_score_lag1,0.0,True
corrosive_conditions_lag1,0.0,True
thermal_stress_lag1,0.0,True
danger_zone_lag1,0.0,True
high_humidity_zone_lag1,0.0,True
high_salt_zone_lag1,0.0,True
extreme_temp_lag1,0.0,True
temp_humidity_product_lag1,0.0,True
humidity_variance_lag1,0.0,True
acidite_totale_cumsum,0.0,True
metar_hour_precipitation,0.0,False
dust_aerosol_003_055_mixing_ratio_lag1,0.0,False
sea_salt_aerosol_003_05_mixing_ratio,0.0,False
hno3_lag1,0.0,False
formaldehyde_lag1,0.0,False
h2o2_lag1,0.0,False
ozone_mass_mixing_ratio_lag1,0.0,False
carbon_monoxide_mass_mixing_ratio_lag1,0.0,False
isoprene_lag1,0.0,False
c3h8_lag1,0.0,False
ethane_lag1,0.0,False
sulphate_aerosol_mixing_ratio_lag1,0.0,False
hydrophobic_black_carbon_aerosol_mixing_ratio_lag1,0.0,False
hydrophilic_black_carbon_aerosol_mixing_ratio_lag1,0.0,False
temp_humidity_product_cumsum,0.0,True
hydrophilic_organic_matter_aerosol_mixing_ratio_lag1,0.0,False
sea_salt_aerosol_5_20_mixing_ratio,0.0,False
dust_aerosol_055_09_mixing_ratio_lag1,0.0,False
nitrogen_monoxide_mass_mixing_ratio_lag1,0.0,False
nitrogen_dioxide_mass_mixing_ratio_lag1,0.0,False
oh_lag1,0.0,False
condensation_risk_lag1,0.0,True
sea_salt_aerosol_05_5_mixing_ratio,0.0,False
acid_salt_synergy_lag1,0.0,True
acid_exposure_lag1,0.0,True
strong_acid_ratio_lag1,0.0,True
acid_rain_risk_lag1,0.0,True
high_humidity_exposure_lag1,0.0,True
humidity_salt_interaction_lag1,0.0,True
organic_nitrates_lag1,0.0,False
salt_fine_ratio_lag1,0.0,True
marine_corrosion_index_lag1,0.0,True
salinite_totale_lag1,0.0,True
temperature_lag1,0.0,False
oh_cumsum,0.0,False
specific_humidity_lag1,0.0,False
hydrophobic_organic_matter_aerosol_mixing_ratio_lag1,0.0,False
hydrophobic_black_carbon_aerosol_mixing_ratio_roll12,0.0,False
aerosol_exposure_cumsum,0.0,True
temperature,0.0,False
metar_hour_precipitation_roll3,0.0,False
metar_visibility_mi_roll3,0.0,False
metar_wind_speed_kn_roll3,0.0,False
metar_dew_point_c_roll3,0.0,False
metar_relative_humidity_roll3,0.0,False
metar_temperature_c_roll3,0.0,False
metar_hour_precipitation_cumsum,0.0,False
acid_salt_synergy,0.0,True
sea_salt_aerosol_05_5_mixing_ratio_weighted_exp,0.0,True
formaldehyde_weighted_exp,0.0,True
combined_risk_score_cummax,0.0,True
acid_attack_risk_cummax,0.0,True
corrosive_conditions_cummax,0.0,True
danger_zone_cummax,0.0,True
high_humidity_zone_cummax,0.0,True
sea_salt_aerosol_003_05_mixing_ratio_roll3,0.0,False
sea_salt_aerosol_05_5_mixing_ratio_roll3,0.0,False
sea_salt_aerosol_5_20_mixing_ratio_roll3,0.0,False
c3h8_roll3,0.0,False
nitrogen_dioxide_mass_mixing_ratio_roll3,0.0,False
nitrogen_monoxide_mass_mixing_ratio_roll3,0.0,False
h2o2_roll3,0.0,False
ozone_mass_mixing_ratio_roll3,0.0,False
carbon_monoxide_mass_mixing_ratio_roll3,0.0,False
isoprene_roll3,0.0,False
sulphate_aerosol_mixing_ratio_roll3,0.0,False
dust_aerosol_003_055_mixing_ratio_roll3,0.0,False
hydrophobic_black_carbon_aerosol_mixing_ratio_roll3,0.0,False
hydrophilic_black_carbon_aerosol_mixing_ratio_roll3,0.0,False
hydrophobic_organic_matter_aerosol_mixing_ratio_roll3,0.0,False
hydrophilic_organic_matter_aerosol_mixing_ratio_roll3,0.0,False
dust_aerosol_09_20_mixing_ratio_roll3,0.0,False
dust_aerosol_055_09_mixing_ratio_roll3,0.0,False
high_salt_zone_cummax,0.0,True
extreme_temp_cummax,0.0,True
temp_humidity_product_cummean,0.0,True
high_salt_zone,0.0,True
sea_salt_aerosol_05_5_mixing_ratio_weighted_exp_cummax,0.0,True
sea_salt_aerosol_003_05_mixing_ratio_weighted_exp_cummax,0.0,True
salt_total_weighted_cumsum,0.0,True
temp_humidity_product,0.0,True
extreme_temp,0.0,True
metar_temperature_c,0.0,False
hno3_weighted_exp_cumsum,0.0,True
sulphur_dioxide_mass_mixing_ratio_weighted_exp_cummax,0.0,True
high_humidity_zone,0.0,True
oxidation_potential,0.0,True
danger_zone,0.0,True
corrosive_conditions,0.0,True
acid_attack_risk,0.0,True
combined_risk_score,0.0,True
sea_salt_aerosol_5_20_mixing_ratio_weighted_exp_cummax,0.0,True
thermal_stress,0.0,True
